"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
376323,414635,20550,42000,39000,"2012-10-26",14,39000,39000,41000,TRUE,"Слов’яносербський обласний психоневрологічний інтернат"
395070,438667,20550,148150,138900,"2013-01-09",14,138900,138900,156750,TRUE,"Слов’яносербський обласний психоневрологічний інтернат"
395026,438419,20550,335200,334000,"2013-01-09",14,334000,334000,347720,TRUE,"Слов’яносербський обласний психоневрологічний інтернат"
392354,437162,6030,184800,172800,"2013-01-04",14,172800,172800,178560,TRUE,"КЗ ""ЛОТИКІВСЬКИЙ ОБЛАСНИЙ психоневрологічний інтернат"" Луганської облради"
388384,435860,2702,475600,475000,"2013-01-03",14,475000,475000,496000,TRUE,"Луганська обласна клінічна лікарня"
395047,438633,20550,169824,169458,"2013-01-09",14,169458,169458,175680,TRUE,"Слов’яносербський обласний психоневрологічний інтернат"
383459,434201,663,258540,258540,"2013-01-02",14,258540,258540,265716,TRUE,"КЗ ""Луганський обласний госпіталь ветеранів війни імені маршала А.І. Єременка"""
395095,438746,20550,274930.5,264546,"2013-01-09",14,264546,264546,282799.5,TRUE,"Слов’яносербський обласний психоневрологічний інтернат"
387530,447504,900,92244,92244,"2013-01-22",7,92244,92244,92962,TRUE,"Антрацитівський обласний будинок-інтернат для громадян похилого віку та інвалідів Луганської облради"
388573,441569,2702,168000,168000,"2013-01-14",14,168000,168000,178630,TRUE,"Луганська обласна клінічна лікарня"
390964,436478,3840,191752,185972,"2013-01-03",14,185972,185972,187479,TRUE,"Луганський обласний геріатричний пансіонат для ветеранів війни та праці"
383364,434197,663,187075,186850,"2013-01-02",14,186850,186850,192220,TRUE,"КЗ ""Луганський обласний госпіталь ветеранів війни імені маршала А.І. Єременка"""
392783,433746,5899,142450,179450,"2012-12-29",14,179450,179450,185000,TRUE,"ЛУГАНСЬКИЙ ОБЛАСНИЙ КЛІНІЧНИЙ ОНКОЛОГІЧНИЙ ДИСПАНСЕР"
392769,433756,5899,650000,762000,"2012-12-29",14,762000,762000,787800,TRUE,"ЛУГАНСЬКИЙ ОБЛАСНИЙ КЛІНІЧНИЙ ОНКОЛОГІЧНИЙ ДИСПАНСЕР"
390935,436503,3840,675350,594912.5,"2013-01-03",14,594912.5,594912.5,620035,TRUE,"Луганський обласний геріатричний пансіонат для ветеранів війни та праці"
385538,433046,219,493230,492000,"2012-12-28",14,492000,492000,493230,TRUE,"Луганська обласна дитяча клінічна лікарня"
392368,455482,3112,206931.6,205980,"2013-01-29",14,205980,205980,207720,TRUE,"Луганська обласна клінічна психоневрологічна лікарня"
