"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
336897,367088,3643,2e+05,137796,"2012-05-31",3,137796,114830,117260,TRUE,"Санаторій - дитячий оздоровчий центр ""Мрія"" Південної залізниці"
373612,411887,17736,101063.5,97947,"2012-10-12",3,97947,99027,97947,FALSE,"Санаторій ""Чорномор’є"" СБ України"
373622,412504,17736,100018.66,89168.4,"2012-10-15",3,89168.4,89168.4,90711,TRUE,"Санаторій ""Чорномор’є"" СБ України"
392178,437747,10496,301776,287970,"2013-01-08",3,287970,287970,294240,TRUE,"ДЗ ""ДИТЯЧИЙ СПЕЦІАЛІЗОВАНИЙ (СПЕЦІАЛЬНИЙ) 
САНАТОРІЙ імені САККО І ВАНЦЕТТІ”
МОЗ УКРАЇНИ"
392171,437755,10496,265680,253620,"2013-01-08",3,253620,253620,256950,TRUE,"ДЗ ""ДИТЯЧИЙ СПЕЦІАЛІЗОВАНИЙ (СПЕЦІАЛЬНИЙ) 
САНАТОРІЙ імені САККО І ВАНЦЕТТІ”
МОЗ УКРАЇНИ"
392150,437757,10496,500100,487200,"2013-01-08",3,487200,487200,490050,TRUE,"ДЗ ""ДИТЯЧИЙ СПЕЦІАЛІЗОВАНИЙ (СПЕЦІАЛЬНИЙ) 
САНАТОРІЙ імені САККО І ВАНЦЕТТІ”
МОЗ УКРАЇНИ"
392189,437736,10496,400326,392892,"2013-01-08",3,392892,392892,396300,TRUE,"ДЗ ""ДИТЯЧИЙ СПЕЦІАЛІЗОВАНИЙ (СПЕЦІАЛЬНИЙ) 
САНАТОРІЙ імені САККО І ВАНЦЕТТІ”
МОЗ УКРАЇНИ"
410307,461448,17736,312973,277368,"2013-02-12",3,277368,277368,301095,TRUE,"Санаторій ""Чорномор’є"" СБ України"
395275,464776,11020,221250,217554,"2013-02-18",1,217554,223155,227037,TRUE,"Санаторій ""Сонячний"" МОЗ України"
410412,461446,17736,211490,187215,"2013-02-11",3,187215,187215,201075,TRUE,"Санаторій ""Чорномор’є"" СБ України"
403333,459123,17736,829861,795951,"2013-01-31",3,795951,795951,803997,TRUE,"Санаторій ""Чорномор’є"" СБ України"
410447,461440,17736,311248.5,267339,"2013-02-11",3,267339,267339,285633,TRUE,"Санаторій ""Чорномор’є"" СБ України"
410211,461451,17736,161609.5,136908,"2013-02-12",3,136908,136908,147012,TRUE,"Санаторій ""Чорномор’є"" СБ України"
403351,459099,17736,989438.6,890442,"2013-01-31",3,890442,890442,967083,TRUE,"Санаторій ""Чорномор’є"" СБ України"
395239,464771,11020,233766,223155,"2013-02-18",1,223155,223155,227037,TRUE,"Санаторій ""Сонячний"" МОЗ України"
410146,461452,17736,202922,194226,"2013-02-12",3,194226,194226,199839,TRUE,"Санаторій ""Чорномор’є"" СБ України"
403292,459139,17736,325720,305160,"2013-01-31",3,305160,305160,312480,TRUE,"Санаторій ""Чорномор’є"" СБ України"
403317,459131,17736,1910900,1879560,"2013-01-31",3,1879560,1879560,1896090,TRUE,"Санаторій ""Чорномор’є"" СБ України"
