"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
385907,423421,784,176396.75,176381.5,"2012-12-04",1,176381.5,176431,184769,TRUE,"Міністерство охорони здоров'я України"
385283,421405,784,2068141.06,1756893.6,"2012-11-26",1,1756893.6,1756953,1801800,TRUE,"Міністерство охорони здоров'я України"
386576,423423,784,1745424,1733303,"2012-12-04",1,1733303,1733303,1744955,TRUE,"Міністерство охорони здоров'я України"
391572,429509,784,393680.55,393446.3,"2012-12-19",1,393446.3,393476,393600,TRUE,"Міністерство охорони здоров'я України"
397142,431585,784,442260,436914,"2012-12-25",1,436914,436914,442278,TRUE,"Міністерство охорони здоров'я України"
427593,494174,784,849522.7,849082,"2013-04-22",1,849082,849082,849474,TRUE,"Міністерство охорони здоров'я України"
432317,499999,784,2038934.6,2026710,"2013-05-17",1,2026710,2026710,2038019,TRUE,"Міністерство охорони здоров'я України"
459534,524791,784,46620,46620,"2013-10-09",1,46620,46620,46788,TRUE,"Міністерство охорони здоров'я України"
455503,518522,784,121958,121958,"2013-08-28",1,121958,121958,121998.09,TRUE,"Міністерство охорони здоров'я України"
472649,536747,784,1144094,1126368.6,"2013-12-16",1,1126368.6,1126368.6,1127980,TRUE,"Міністерство охорони здоров'я України"
515696,596502,661,3e+05,349400,"2014-05-20",24,349400,349400,364000,TRUE,"Департамент охорони здоров’я Хмельницької облдержадміністрації"
518981,595324,50981,2132700,209284.5,"2014-05-13",11,209284.5,209284.5,219885,TRUE,"Івано-Франківська обласна дитяча клінічна лікарня"
522633,598432,953,1997722.5,1857692.5,"2014-06-02",1,1857692.5,1857692.5,2162852,TRUE,"НАЦІОНАЛЬНА ДИТЯЧА СПЕЦІАЛІЗОВАНА ЛІКАРНЯ ""ОХМАТДИТ"" МОЗ УКРАЇНИ"
531662,610278,784,1942920,1942920,"2014-08-18",1,1942920,1942920,2587476,TRUE,"Міністерство охорони здоров'я України"
533611,613944,784,960636,960636,"2014-09-09",1,960636,960636,1527594.06,TRUE,"Міністерство охорони здоров'я України"
550784,631250,784,760648,1144920,"2014-12-17",1,1144920,1144920,1263360,TRUE,"Міністерство охорони здоров'я України"
547946,631449,784,6789059.48,6782466.88,"2014-12-15",1,6782466.88,6782466.88,7423267.6,TRUE,"Міністерство охорони здоров'я України"
