"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
451433,520357,238902,350000,366133.4,"2013-09-05",15,366133.4,366271.6,389650.5,TRUE,"Золочівське управління водного господарства "
464935,539058,73442,27844890,23139142.8,"2013-12-23",15,23139142.8,23139142.8,24504036,TRUE,"ПАТ ""Львівобленерго"""
464375,528150,1422,46000,41730,"2013-10-31",15,41730,41730,45630,TRUE,"Личаківська райадміністрація Львівської міськради"
482103,569213,3201,432000,471395,"2014-02-25",15,471395,471395,493774,TRUE,"Червоноградська центральна міська лікарня Львівської області"
497009,575578,6138,197000,199983.89,"2014-03-07",15,199983.89,199983.89,212871,TRUE,"Державний науково-дослідний контрольний інститут ветеринарних препаратів та кормових добавок"
483641,569599,5051,3e+05,267558,"2014-02-25",15,267558,267558,277480,TRUE,"Комунальний заклад Львівської облради ""Львівська обласна дитяча клінічна лікарня ""Охматдит"""
487642,565732,223898,893150,758855,"2014-02-18",15,758855,762876.3036,781686.7038,TRUE,"Управління з питань освіти, молоді та спорту Золочівської райдержадміністрації Львівської області"
480467,580674,113365,355000,375500,"2014-03-18",15,375500,375720,379000,TRUE,"Стрийський міський комбінат комунальних підприємств Львівської області"
483655,574702,1796,326200,357950,"2014-03-07",15,357950,357950,358200,TRUE,"Головне управління юстиції у Львівській області Мін'юсту України"
480396,568216,254351,220000,212145,"2014-02-21",15,212145,212262.2,216232.6,TRUE,"Відділ освіти Стрийської районної державної адміністрації"
479026,567355,3335,8e+05,708940,"2014-02-19",15,708940,708940,733580,TRUE,"Відділ освіти Мостиської районної державної адміністрації"
507419,590804,1592,382801,490194,"2014-04-22",15,490194,490194,497763,TRUE,"Миколаївська комунальна центральна районна лікарня Львівської області"
524637,599888,4242,299990,297900,"2014-06-10",15,297900,297900,299800,TRUE,"Санаторій ""Трускавець"" СБ України"
519164,599216,89097,362500,445949.5,"2014-06-04",15,445949.5,445949.5,460524.5,TRUE,"Департамент з питань цивільного захисту Львівської облдержадміністрації"
529347,609413,10449,366500,345740,"2014-08-11",15,345740,345740,355500,TRUE,"Комунальний заклад Львівської облради ""Львівський обласний центр медико-соціальної експертизи"""
530582,607309,4952,190000,178800,"2014-07-25",15,178800,178800,186280,TRUE,"Військово-медичний клінічний центр Західного регіону МО України"
526421,607597,1801,541800,541800,"2014-07-28",15,541800,541800,604000,TRUE,"Комунальна установа Львівської облради ""Львівський регіональний фтизіопульмонологічний клінічний лікувально-діагностичний центр"""
523834,603373,1523,1665750,1704250,"2014-07-01",15,1704250,1704250,1768250,TRUE,"Львівський національний університет ветеринарної медицини та біотехнологій ім.С.З. Гжицького"
