"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
423084,486513,76862,391400,409856.4,"2013-04-01",11,409856.4,409896,419456.64,TRUE,"Яремчанська центральна міська лікарня"
413878,483440,81303,250000,348765,"2013-03-22",11,348765,348765,355157.1,TRUE,"Болехівська центральна міська лікарня Івано-Франківської області"
421716,484384,3207,450000,378900,"2013-03-26",11,378900,379013.6,386354.01,TRUE,"Управління освіти виконавчого комітету Яремчанської міськради"
434249,487406,83484,198000,196200,"2013-04-02",11,196200,196210.9,204311.35,TRUE,"Верховинська центральна районна лікарня Івано-Франківської області"
430534,493633,6800,609600,532250,"2013-04-22",11,532250,532250,551030,TRUE,"Управління освіти, молоді та спорту Долинської райдержадміністрації Івано-Франківської області"
426895,492965,16246,252000,234046.16,"2013-04-19",11,234046.16,468205.22,479779.66,TRUE,"Відділ освіти Надвірнянської райдержадміністрації Івано-Франківської області"
476138,559527,15585,450000,428000,"2014-02-04",11,428000,102.7,103,TRUE,"Рогатинська центральна районна лікарня Івано-Франківської області"
472071,561204,13010,432742,401180,"2014-02-07",11,401180,401180,412560,TRUE,"Відділ освіти Тисменицької районної державної адміністрації"
493890,577688,3207,450000,444000,"2014-03-13",11,444000,444113.1,456813.7,TRUE,"Управління освіти виконавчого комітету Яремчанської міськради"
505802,578101,71204,199800,215673,"2014-03-14",11,215673,215673,221658.5,TRUE,"Богородчанська центральна районна лікарня"
502968,577344,6800,607200,541140,"2014-03-12",11,541140,541140,553270,TRUE,"Управління освіти, молоді та спорту Долинської райдержадміністрації Івано-Франківської області"
