"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
455383,521074,23,3421913,3421912.72,"2013-09-17",7,3421912.72,3421912.72,3763599.24,TRUE,"ДП ""КРАСНОАРМІЙСЬКВУГІЛЛЯ"""
453018,518302,831,196236,196236,"2013-08-27",5,196236,196236,215859.6,TRUE,"ДП ""Волиньвугілля"""
456660,523702,86,1070000,1071793.8,"2013-10-04",7,1071793.8,1071794.8,1178974.18,TRUE,"ДП ""Орджонікідзевугілля"""
451345,521268,174,6853299.2,6555859.2,"2013-09-17",14,6555859.2,6555859.2,7211445.12,TRUE,"ДП ""Луганськвугілля"""
453749,520315,1756,2076440,2075644.8,"2013-09-12",7,2075644.8,2075644.8,2283209.28,TRUE,"ДП ""Шахтоуправління ""Південнодонбаське №1"""
451584,515622,339,1726930,2318127,"2013-08-12",14,2318127,2318127.6,2677437.5,TRUE,"ПАТ ""Лисичанськвугілля"""
453940,521695,998,2246870.4,2246870.4,"2013-09-20",7,2246870.4,2246870.4,2471557.44,TRUE,"ДП ""Артемвугілля"""
455848,524004,536,2841000,2840511,"2013-10-07",7,2840511,2840511,3124562.1,TRUE,"ДП ""Селидіввугілля"""
456226,521965,462,3505122.88,3505130.88,"2013-09-24",7,3505130.88,3505219.90350513,423644245.258856,TRUE,"ДП ""Донбасантрацит"""
457535,521365,340,3200000,5489644.8,"2013-09-18",7,5489644.8,5489644.8,6038609.28,TRUE,"ДП ""Макіїввугілля"" "
