"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
500080,589264,9890,264000,262500,"2014-04-15",3,262500,262500,288000,TRUE,"ДЗ ""Дитячий спеціалізований (спеціальний) клінічний санаторій ""Здравниця"" МОЗ України"
500092,589262,9890,1206000,1140000,"2014-04-15",3,1140000,1140000,1152000,TRUE,"ДЗ ""Дитячий спеціалізований (спеціальний) клінічний санаторій ""Здравниця"" МОЗ України"
499891,589227,9890,470000,469000,"2014-04-15",3,469000,469000,510000,TRUE,"ДЗ ""Дитячий спеціалізований (спеціальний) клінічний санаторій ""Здравниця"" МОЗ України"
500065,589261,9890,174000,173600,"2014-04-15",3,173600,173600,181200,TRUE,"ДЗ ""Дитячий спеціалізований (спеціальний) клінічний санаторій ""Здравниця"" МОЗ України"
499988,589229,9890,175000,174800,"2014-04-15",3,174800,174800,258900,TRUE,"ДЗ ""Дитячий спеціалізований (спеціальний) клінічний санаторій ""Здравниця"" МОЗ України"
500326,589217,9890,460000,460000,"2014-04-15",3,460000,460000,480000,TRUE,"ДЗ ""Дитячий спеціалізований (спеціальний) клінічний санаторій ""Здравниця"" МОЗ України"
500123,589223,9890,525000,525000,"2014-04-15",3,525000,525000,531000,TRUE,"ДЗ ""Дитячий спеціалізований (спеціальний) клінічний санаторій ""Здравниця"" МОЗ України"
500386,589214,9890,352200,351925,"2014-04-15",3,351925,351925,359700,TRUE,"ДЗ ""Дитячий спеціалізований (спеціальний) клінічний санаторій ""Здравниця"" МОЗ України"
500418,589213,9890,240000,239600,"2014-04-15",3,239600,239600,246408,TRUE,"ДЗ ""Дитячий спеціалізований (спеціальний) клінічний санаторій ""Здравниця"" МОЗ України"
500019,589230,9890,2e+05,199800,"2014-04-15",3,199800,199800,211500,TRUE,"ДЗ ""Дитячий спеціалізований (спеціальний) клінічний санаторій ""Здравниця"" МОЗ України"
500048,589260,9890,285000,285000,"2014-04-15",3,285000,285000,319200,TRUE,"ДЗ ""Дитячий спеціалізований (спеціальний) клінічний санаторій ""Здравниця"" МОЗ України"
500035,589259,9890,141000,141000,"2014-04-15",3,141000,141000,144000,TRUE,"ДЗ ""Дитячий спеціалізований (спеціальний) клінічний санаторій ""Здравниця"" МОЗ України"
499966,589228,9890,130000,129250,"2014-04-15",3,129250,129250,140160,TRUE,"ДЗ ""Дитячий спеціалізований (спеціальний) клінічний санаторій ""Здравниця"" МОЗ України"
500225,589221,9890,940000,940000,"2014-04-15",3,940000,940000,1041000,TRUE,"ДЗ ""Дитячий спеціалізований (спеціальний) клінічний санаторій ""Здравниця"" МОЗ України"
500294,589218,9890,240000,239738,"2014-04-15",3,239738,239738,248520,TRUE,"ДЗ ""Дитячий спеціалізований (спеціальний) клінічний санаторій ""Здравниця"" МОЗ України"
500195,589222,9890,370000,369800,"2014-04-15",3,369800,369800,391590,TRUE,"ДЗ ""Дитячий спеціалізований (спеціальний) клінічний санаторій ""Здравниця"" МОЗ України"
