"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
416022,466797,753,212800,186680,"2013-02-21",22,186680,186680,188640,TRUE,"Комунальна установа Хорошевський геріатричний пансіонат"
414026,465673,122881,150000,149992.5,"2013-02-19",22,149992.5,149992.5,155847.5,TRUE,"Комунальна установа Куп’янський психоневрологічний інтернат"
429140,481598,753,168400,158774.5,"2013-03-18",22,158774.5,158774.5,159335,TRUE,"Комунальна установа Хорошевський геріатричний пансіонат"
429174,481707,753,134160,126280,"2013-03-18",22,126280,126280,126633,TRUE,"Комунальна установа Хорошевський геріатричний пансіонат"
417096,470171,2184,324451.25,307223.8,"2013-02-26",22,307223.8,307223.8,315837.5,TRUE,"КЗОЗ ""Обласна клінічна лікарня - центр екстреної медичної допомоги та медицини катастроф"" Департаменту охорони здоров’я Харківської облдержадміністрації"
436535,486413,10932,303530,297770.5,"2013-04-01",22,297770.5,297770.5,301996.92,TRUE,"КУ ""Харківський геріатричний пансіонат ветеранів праці"" Харківської облради"
456049,519069,2032,74000,73148.2,"2013-09-02",22,73148.2,73148.2,74420.1,TRUE,"Відділ освіти Зміївської райдержадміністрації"
500619,573124,73773,126400,126400,"2014-03-04",22,126400,126400,136000,TRUE,"Комунальна установа Зміївський геріатричний пансіонат"
497067,568987,753,132000,130350,"2014-02-24",22,130350,130350,140250,TRUE,"Комунальна установа Хорошевський геріатричний пансіонат"
500657,572509,73773,230400,230400,"2014-03-03",22,230400,230400,232200,TRUE,"Комунальна установа Зміївський геріатричний пансіонат"
496995,568982,753,160750,139250,"2014-02-24",22,139250,139250,150000,TRUE,"Комунальна установа Хорошевський геріатричний пансіонат"
500610,573137,73773,197000,197000,"2014-03-04",22,197000,197000,205500,TRUE,"Комунальна установа Зміївський геріатричний пансіонат"
500607,573122,73773,119500,119500,"2014-03-04",22,119500,119500,132500,TRUE,"Комунальна установа Зміївський геріатричний пансіонат"
497095,568999,753,152500,150500,"2014-02-24",22,150500,150500,155120,TRUE,"Комунальна установа Хорошевський геріатричний пансіонат"
