"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
435722,490185,10107,150000,145650,"2013-04-11",16,145650,228.55,232.8,TRUE,"ДП ""Березнегуватське лісове господарство"""
427804,493489,10527,528800,534430,"2013-04-23",1,534430,534430,545350,TRUE,"ДП ""Володимирівське лісове господарство"" "
434542,488056,73508,155500,157250,"2013-04-02",16,157250,157250,158900,TRUE,"Березнегуватська центральна районна лікарня"
428513,491461,58480,850000,814350,"2013-04-16",16,814350,814691.15,820647.3,TRUE,"ДП ""Очаківське лісомисливське господарство"""
410789,496426,10473,1000200,1039500,"2013-04-30",16,1039500,1039500,1040506,TRUE,"ДП ""Миколаївське лісове господарство"""
439302,504205,3247,556257,557790,"2013-06-05",16,557790,567495.6,570829.4,TRUE,"Відділ освіти, молоді та спорту Баштанської райдержадміністрації Миколаївської області"
458438,521920,54543,199999,189203.46,"2013-09-20",16,189203.46,565.14,614.1,TRUE,"ЖОВТНЕВЕ УПРАВЛІННЯ ВОДНОГО ГОСПОДАРСТВА Держагентства водних ресурсів України"
466186,532810,172216,15000,12810,"2013-11-25",16,12810,23231.2,12810,FALSE,"Головне управління Державної служби України з надзвичайних ситуацій у Миколаївській області"
507335,584116,78708,150000,154081,"2014-03-28",16,154081,154433.97,161026.2,TRUE,"Баштанська центральна районна лікарня Миколаївської області"
502742,589931,258680,752900,811118.85,"2014-04-15",16,811118.85,811430.8,817316.2,TRUE,"Баштанський районний центр фінансово - господарського обслуговування закладів та установ освіти"
523021,599260,8821,133000,120349,"2014-06-03",16,120349,120632.58,128107.8,TRUE,"Баштанське міжрайонне управління водного господарства Миколаївського обласного управління водних ресурсів Держагентства водних ресурсів України"
