"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
403389,455600,2329,150000,192350,"2013-02-01",4,192350,192350,210450,TRUE,"Вінницький обласний клінічний госпіталь для інвалідів Вітчизняної війни"
407894,455578,34610,198350,192500,"2013-02-01",24,192500,192500,209275,TRUE,"Хмельницький обласний протитуберкульозний диспансер"
403397,455778,2329,150000,131500,"2013-02-01",4,131500,131500,136700,TRUE,"Вінницький обласний клінічний госпіталь для інвалідів Вітчизняної війни"
411152,474937,10591,206086,219356,"2013-03-05",4,219356,219356,293550,TRUE,"Вінницьке обласне спеціалізоване територіальне медичне об'єднання ""Фтизіатрія"""
407872,455617,34610,199980,194950,"2013-02-01",24,194950,194950,207118.4,TRUE,"Хмельницький обласний протитуберкульозний диспансер"
456406,520053,3384,50490,51975,"2013-09-06",24,51975,52.5,58,TRUE,"Волочиська міськрада Хмельницької області"
465700,530466,160696,28000,27600,"2013-11-15",4,27600,27600,30400,TRUE,"КЗ ""Центр первинної медико-санітарної допомоги №2"""
473601,543248,3384,185000,213600,"2014-01-02",24,213600,7.5,7.8,TRUE,"Волочиська міськрада Хмельницької області"
473615,543243,3384,115200,123858,"2014-01-02",24,123858,58.98,61.2,TRUE,"Волочиська міськрада Хмельницької області"
473794,541293,160696,180000,180000,"2013-12-31",4,180000,180000,190000,TRUE,"КЗ ""Центр первинної медико-санітарної допомоги №2"""
473352,558844,43830,280000,268948.8,"2014-02-05",24,268948.8,268948.8,278160,TRUE,"Кам'янець-Подільський ліцей з посиленою військово-фізичною підготовкою Хмельницької області"
473630,543239,3384,115900,128820,"2014-01-02",24,128820,33.9,34.5,TRUE,"Волочиська міськрада Хмельницької області"
494771,578218,10591,260435,301210,"2014-03-14",4,301210,301210,327006,TRUE,"Вінницьке обласне спеціалізоване територіальне медичне об'єднання ""Фтизіатрія"""
502842,578946,2329,131540,131300,"2014-03-17",4,131300,131300,137000,TRUE,"Вінницький обласний клінічний госпіталь для інвалідів Вітчизняної війни"
505805,588624,34610,231385,247708.16,"2014-04-11",24,247708.16,247708.16,252420,TRUE,"Хмельницький обласний протитуберкульозний диспансер"
505668,580217,34610,199550.5,198582.6,"2014-03-19",24,198582.6,198582.6,210744,TRUE,"Хмельницький обласний протитуберкульозний диспансер"
508935,584102,4731,266700,265000,"2014-03-27",24,265000,265628,306072.7,TRUE,"Хмельницька міська лікарня"
505626,580208,34610,169491,167069.7,"2014-03-19",24,167069.7,167069.7,169491,TRUE,"Хмельницький обласний протитуберкульозний диспансер"
508902,584115,4731,355000,345000,"2014-03-27",24,345000,345006.9,357507.15,TRUE,"Хмельницька міська лікарня"
505677,580221,34610,180100,190915.68,"2014-03-19",24,190915.68,190915.68,197979,TRUE,"Хмельницький обласний протитуберкульозний диспансер"
