"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
446499,511486,1261,730000,729818.21,"2013-07-11",7,729818.21,729818.21,736824,TRUE,"ПАТ ""Укртрансгаз"" Філія ""УМГ ""Донбастрансгаз"""
450780,516477,1259,1779826,1778293.2,"2013-08-16",11,1778293.2,1778293.2,1779230.4,TRUE,"ПАТ ""Укртрансгаз""  Філія ""УМГ ""Прикарпаттрансгаз"" "
450763,516478,1259,209701,208107.72,"2013-08-16",11,208107.72,208107.72,209239.32,TRUE,"ПАТ ""Укртрансгаз""  Філія ""УМГ ""Прикарпаттрансгаз"" "
450764,516473,1259,129310,128490.14,"2013-08-16",11,128490.14,128490.14,129115.34,TRUE,"ПАТ ""Укртрансгаз""  Філія ""УМГ ""Прикарпаттрансгаз"" "
450768,516474,1259,179840,178646.93,"2013-08-16",11,178646.93,178646.93,179582.93,TRUE,"ПАТ ""Укртрансгаз""  Філія ""УМГ ""Прикарпаттрансгаз"" "
453713,522663,1259,929318,927808.34,"2013-09-26",11,927808.34,927808.34,929237.54,TRUE,"ПАТ ""Укртрансгаз""  Філія ""УМГ ""Прикарпаттрансгаз"" "
453696,522660,1259,1614265,1612576.03,"2013-09-26",11,1612576.03,1612576.03,1613996.83,TRUE,"ПАТ ""Укртрансгаз""  Філія ""УМГ ""Прикарпаттрансгаз"" "
453676,522664,1259,704905,703984.82,"2013-09-26",11,703984.82,703984.82,704626.82,TRUE,"ПАТ ""Укртрансгаз""  Філія ""УМГ ""Прикарпаттрансгаз"" "
453685,522659,1259,799254,797470.8,"2013-09-26",11,797470.8,797470.8,798363,TRUE,"ПАТ ""Укртрансгаз""  Філія ""УМГ ""Прикарпаттрансгаз"" "
451546,521360,1259,523750,521137.68,"2013-09-18",11,521137.68,521137.68,523081.68,TRUE,"ПАТ ""Укртрансгаз""  Філія ""УМГ ""Прикарпаттрансгаз"" "
