"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
422025,475285,7237,155484,143943.3,"2013-03-05",17,143943.3,144161.08,145231.4,TRUE,"Відділ освіти Болградської райдержадміністрації Одеської області"
412100,484399,15683,250000,241525,"2013-03-25",17,241525,241732.6,247608.1,TRUE,"Білгород-Дністровська Центральна районна лікарня Одеської області"
433288,487831,121713,110000,108360,"2013-04-04",17,108360,39375,39570,TRUE,"Болградське міжрайонне управління водного господарства Одеського обласного управління водного господарства"
429719,492027,2587,680400,637200,"2013-04-16",17,637200,637200,653400,TRUE,"Відділ освіти Овідіопольської райдержадміністрації Одеської області"
480780,566803,2639,411497,353404.32,"2014-02-17",4,353404.32,353436,359070,TRUE,"Відділ освіти Теплицької райдержадміністрації Вінницької області"
500439,575219,85231,145000,120840,"2014-03-07",17,120840,120840,122400,TRUE,"Мирнопільський геріатричний будинок-інтернат Одеської області"
512299,587451,71016,194000,218179.02,"2014-04-08",4,218179.02,218293.7,232166.3,TRUE,"Теплицька лікарня планового лікування"
503679,588904,131,368000,413456,"2014-04-07",17,413456,413456,414384,TRUE,"Відділ освіти Балтської райдержадміністрації"
510685,592919,217304,560174,622122.06,"2014-04-29",23,622122.06,1244431.12,1309084.6,TRUE,"Центр по обслуговуванню установ та закладів освіти району Цюрупинської райради Херсонської області "
571914,650015,64494,250000,250000,"2015-02-06",17,250000,235.23999,236.475,TRUE,"Центральна районна лікарня Ренійської райради Одеської області"
