"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
390087,432964,6286,198719.4,198719.4,"2012-12-28",4,198719.4,198719.4,199788,TRUE,"Відділ освіти Вінницької райдержадміністрації"
476408,543483,1487,163424.8,162681.96,"2014-01-08",4,162681.96,162681.96,167139,TRUE,"Відділ освіти Шаргородської райдержадміністрації Вінницької області"
498921,573258,3098,159992,159809,"2014-03-04",4,159809,159809,159880.76,TRUE,"Вінницький будинок-інтернат геріатричного профілю"
500626,575836,6286,252738,252006.75,"2014-03-11",4,252006.75,252006.75,252363.84,TRUE,"Відділ освіти Вінницької райдержадміністрації"
505657,583040,1487,239190,235203.5,"2014-03-26",4,235203.5,235203.5,239190,TRUE,"Відділ освіти Шаргородської райдержадміністрації Вінницької області"
505389,579910,9682,139622,138687.87,"2014-03-18",4,138687.87,138687.87,138927.9,TRUE,"Вінницька центральна районна клінічна лікарня"
503155,577694,1543,150000,136392.36,"2014-03-13",4,136392.36,136392.36,158754,TRUE,"Вінницький обласний клінічний онкологічний диспансер"
513334,589699,4975,138386.34,137668.28,"2014-04-15",4,137668.28,137668.28,138175.86,TRUE,"Вінницька обласна психіатрична лікарня №2"
552828,634463,79574,165000,163652,"2014-12-30",4,163652,163666.5,164954.65,TRUE,"Шаргородська центральна районна лікарня"
581354,663416,6286,174491.71,176197.2,"2015-03-02",4,176197.2,176197.2,180174.7,TRUE,"Відділ освіти Вінницької райдержадміністрації"
