"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
225161,253285,10,NA,32940,"2011-12-06",10,32940,32940,36360,TRUE,"ДП ""Маріупольський морський торговельний порт"""
368519,415266,10,3040.8,3248.03,"2012-10-30",10,3248.03,3414,3248.03,FALSE,"ДП ""Маріупольський морський торговельний порт"""
369168,417565,10,229273.2,233976.6,"2012-11-08",10,233976.6,233976.6,243144,TRUE,"ДП ""Маріупольський морський торговельний порт"""
367808,415270,10,21552,27919.86,"2012-10-30",10,27919.86,28420.8,27919.86,FALSE,"ДП ""Маріупольський морський торговельний порт"""
368596,414683,10,2120,2700.72,"2012-10-26",10,2700.72,2894.4,2700.72,FALSE,"ДП ""Маріупольський морський торговельний порт"""
450246,515811,10,33609,42988.8,"2013-08-13",10,42988.8,42988.8,44750.4,TRUE,"ДП ""Маріупольський морський торговельний порт"""
465180,540090,10,32539,34021.32,"2013-12-27",10,34021.32,34021.32,37376.64,TRUE,"ДП ""Маріупольський морський торговельний порт"""
465719,542081,10,97059,116424.48,"2014-01-03",10,116424.48,116424.48,122321.16,TRUE,"ДП ""Маріупольський морський торговельний порт"""
468716,549964,10,329800,421908.24,"2014-01-20",10,421908.24,421908.24,443305.2,TRUE,"ДП ""Маріупольський морський торговельний порт"""
534558,616847,10,862896,1138759.08,"2014-10-06",10,1138759.08,1138759.08,1205064.72,TRUE,"ДП ""Маріупольський морський торговельний порт"""
