"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","volume","winner.bid","loser_bid","winner","buyer_name"
407848,484364,3850,2098154,1751255,"2013-03-26",4,1751255,1751255,1853785,TRUE,"Відділ освіти Чечельницької райдержадміністрації"
408380,471035,9682,210250,173620,"2013-02-26",4,173620,173620,180330,TRUE,"Вінницька центральна районна клінічна лікарня"
426506,478706,87965,94972,94710,"2013-03-13",4,94710,94710,98400,TRUE,"Зозівський професійний аграрний ліцей"
410500,472244,15812,321920,320050,"2013-03-01",4,320050,320050,337850,TRUE,"Чернівецька лікарня планового лікування"
402410,486468,9795,1324500,1170090,"2013-04-01",4,1170090,1174304,1300344,TRUE,"Відділ освіти Оратівської райдержадміністрації Вінницької області"
413143,476498,23931,559000,420750,"2013-03-11",4,420750,420750,469700,TRUE,"Заболотненське вище професійне училище №31 ім.Д.К. Заболотного"
431101,492179,724,757940,641872.5,"2013-04-18",4,641872.5,647730,689137.5,TRUE,"Відділ освіти Липовецької райдержадміністрації Вінницької області"
430049,490635,89448,257000,281700,"2013-04-12",4,281700,281700,303600,TRUE,"Печерська обласна лікарня відновного лікування Вінницької облради"
448176,513236,89446,422000,421000,"2013-07-24",4,421000,421000,432800,TRUE,"Заболотненський дитячий психоневрологічний санаторій ім.акад.Д.К. Заболотного Вінницької облради"
448204,513304,12048,324300,279345,"2013-07-23",4,279345,279345,290250,TRUE,"Відділ освіти Літинської райдержадміністрації Вінницької області"
452089,516932,239252,206475,198000,"2013-08-19",4,198000,198000,206250,TRUE,"Котюжанівська спеціальна загальноосвітня школа-інтернат Мурованокуриловецького району Вінницької області"
452503,521916,8641,750,749280,"2013-09-23",4,749280,749280,787700,TRUE,"Відділ освіти Тульчинської райдержадміністрації Вінницької області"
491959,569507,23931,480000,458100,"2014-02-25",4,458100,458100,477900,TRUE,"Заболотненське вище професійне училище №31 ім.Д.К. Заболотного"
484639,565478,9682,174240,143000,"2014-02-17",4,143000,143000,164750,TRUE,"Вінницька центральна районна клінічна лікарня"
515681,597251,10494,515600,442500,"2014-05-23",4,442500,442500,460250,TRUE,"КУ ""Піщанська лікарня планового лікування"""
516061,597450,11022,867350,762100,"2014-05-26",1,762100,762100,778600,TRUE,"Відділ освіти Піщанської райдержадміністрації Вінницької області"
