"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","code.x","winner.x","bid.x","seller_region_id.x","code.y","winner.y","bid.y","seller_region_id.y","volume.x","volume.y","winner","loser","winner.reg","loser.reg","win_volume","lose_volume","buyer_name","winner_name","winner_id","loser_name","loser_id"
395118,437877,1213,618200,618200,"2013-01-08",7,"01975442",FALSE,627520,14,"01976625",TRUE,618200,7,0,618200,"01976625","01975442",7,14,618200,627520,"Комунальний клінічний лікувально-профілактичний заклад ""Донецький обласний протипухлинний центр""","Донецьке КП ""Фармація""",2024,"КП Луганська обласна ""Фармація""",2009
395139,437807,1213,410688,410688,"2013-01-08",7,"01975442",FALSE,416866.4,14,"01976625",TRUE,410688,7,0,410688,"01976625","01975442",7,14,410688,416866.4,"Комунальний клінічний лікувально-профілактичний заклад ""Донецький обласний протипухлинний центр""","Донецьке КП ""Фармація""",2024,"КП Луганська обласна ""Фармація""",2009
407571,447163,81825,180000,164963.5,"2013-01-22",14,"01975442",TRUE,164963.5,14,"01976625",FALSE,166245,7,164963.5,0,"01975442","01976625",14,7,164963.5,166245,"1-а міська лікарня м.Стаханова Луганської області","КП Луганська обласна ""Фармація""",2009,"Донецьке КП ""Фармація""",2024
418693,470503,81825,160000,158293.89,"2013-02-26",14,"01975442",TRUE,158293.89,14,"01976625",FALSE,159595.81,7,158293.89,0,"01975442","01976625",14,7,158293.89,159595.81,"1-а міська лікарня м.Стаханова Луганської області","КП Луганська обласна ""Фармація""",2009,"Донецьке КП ""Фармація""",2024
418674,470512,81825,140000,139539.28,"2013-02-26",14,"01975442",TRUE,139539.28,14,"01976625",FALSE,139674.26,7,139539.28,0,"01975442","01976625",14,7,139539.28,139674.26,"1-а міська лікарня м.Стаханова Луганської області","КП Луганська обласна ""Фармація""",2009,"Донецьке КП ""Фармація""",2024
465200,532413,1213,44776.3,44776,"2013-11-27",7,"01975442",FALSE,45213.92,14,"01976625",TRUE,44776.3,7,0,44776,"01976625","01975442",7,14,44776,45213.92,"Комунальний клінічний лікувально-профілактичний заклад ""Донецький обласний протипухлинний центр""","Донецьке КП ""Фармація""",2024,"КП Луганська обласна ""Фармація""",2009
465116,532417,1213,35109,35109,"2013-11-27",7,"01975442",FALSE,35461.5,14,"01976625",TRUE,35109,7,0,35109,"01976625","01975442",7,14,35109,35461.5,"Комунальний клінічний лікувально-профілактичний заклад ""Донецький обласний протипухлинний центр""","Донецьке КП ""Фармація""",2024,"КП Луганська обласна ""Фармація""",2009
480293,556114,81825,183005,179732.3,"2014-01-30",14,"01975442",TRUE,179732.3,14,"01976625",FALSE,183000.45,7,179732.3,0,"01975442","01976625",14,7,179732.3,183000.45,"1-а міська лікарня м.Стаханова Луганської області","КП Луганська обласна ""Фармація""",2009,"Донецьке КП ""Фармація""",2024
492451,565939,1213,543740,541938,"2014-02-17",7,"01975442",FALSE,550103,14,"01976625",TRUE,541938,7,0,541938,"01976625","01975442",7,14,541938,550103,"Комунальний клінічний лікувально-профілактичний заклад ""Донецький обласний протипухлинний центр""","Донецьке КП ""Фармація""",2024,"КП Луганська обласна ""Фармація""",2009
492418,565931,1213,817600,816100,"2014-02-17",7,"01975442",FALSE,828310,14,"01976625",TRUE,816100,7,0,816100,"01976625","01975442",7,14,816100,828310,"Комунальний клінічний лікувально-профілактичний заклад ""Донецький обласний протипухлинний центр""","Донецьке КП ""Фармація""",2024,"КП Луганська обласна ""Фармація""",2009
503051,577847,81825,110000,109707.36,"2014-03-13",14,"01975442",TRUE,109707,14,"01976625",FALSE,109900,7,109707.36,0,"01975442","01976625",14,7,109707.36,109900,"1-а міська лікарня м.Стаханова Луганської області","КП Луганська обласна ""Фармація""",2009,"Донецьке КП ""Фармація""",2024
