"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","code.x","winner.x","bid.x","seller_region_id.x","code.y","winner.y","bid.y","seller_region_id.y","volume.x","volume.y","winner","loser","winner.reg","loser.reg","win_volume","lose_volume","buyer_name","winner_name","winner_id","loser_name","loser_id"
405688,461586,1741,1500000,174480,"2013-02-06",1,"23717551",TRUE,1734480,1,"30757072",FALSE,1747620,1,174480,0,"23717551","30757072",1,1,174480,1747620,"Управління освіти Деснянської районної в  місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
414699,464696,1708,300600,282900,"2013-02-18",12,"23717551",FALSE,294710,1,"30757072",TRUE,282900,1,0,282900,"30757072","23717551",1,1,282900,294710,"Національний університет Державної податкової служби України","ПП Торгпродсервіс",28006,"ПП ""Ніка-1""",16496
414742,464675,1708,549900,544260,"2013-02-18",12,"23717551",FALSE,549195,1,"30757072",TRUE,544260,1,0,544260,"30757072","23717551",1,1,544260,549195,"Національний університет Державної податкової служби України","ПП Торгпродсервіс",28006,"ПП ""Ніка-1""",16496
414749,471387,1708,399943,395055,"2013-02-28",12,"23717551",FALSE,398053.2,1,"30757072",TRUE,395055,1,0,395055,"30757072","23717551",1,1,395055,398053.2,"Національний університет Державної податкової служби України","ПП Торгпродсервіс",28006,"ПП ""Ніка-1""",16496
414769,464685,1708,1006310,985625,"2013-02-18",12,"23717551",FALSE,997774,1,"30757072",TRUE,985625,1,0,985625,"30757072","23717551",1,1,985625,997774,"Національний університет Державної податкової служби України","ПП Торгпродсервіс",28006,"ПП ""Ніка-1""",16496
429743,485178,1741,4e+05,345630,"2013-03-27",1,"23717551",TRUE,345630,1,"30757072",FALSE,349860,1,345630,0,"23717551","30757072",1,1,345630,349860,"Управління освіти Деснянської районної в  місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
414766,464697,1708,322620,318027,"2013-02-18",12,"23717551",FALSE,321470,1,"30757072",TRUE,318027,1,0,318027,"30757072","23717551",1,1,318027,321470,"Національний університет Державної податкової служби України","ПП Торгпродсервіс",28006,"ПП ""Ніка-1""",16496
453721,524283,1741,1e+06,995793,"2013-10-08",1,"23717551",TRUE,995793,1,"30757072",FALSE,1017618.6,1,995793,0,"23717551","30757072",1,1,995793,1017618.6,"Управління освіти Деснянської районної в  місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
453725,516034,1741,1200000,1083360,"2013-08-13",1,"23717551",TRUE,1083360,1,"30757072",FALSE,1145520,1,1083360,0,"23717551","30757072",1,1,1083360,1145520,"Управління освіти Деснянської районної в  місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
466622,533617,1741,110000,104580,"2013-12-03",1,"23717551",TRUE,104580,1,"30757072",FALSE,107520,1,104580,0,"23717551","30757072",1,1,104580,107520,"Управління освіти Деснянської районної в  місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
