"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","code.x","winner.x","bid.x","seller_region_id.x","code.y","winner.y","bid.y","seller_region_id.y","volume.x","volume.y","winner","loser","winner.reg","loser.reg","win_volume","lose_volume","buyer_name","winner_name","winner_id","loser_name","loser_id"
232641,249352,3868,NA,116912.42,"2011-11-21",14,"01975442",TRUE,116912.42,14,"01976625",FALSE,117296.02,7,116912.42,0,"01975442","01976625",14,7,116912.42,117296.02,"Управління охорони здоров’я Свердловської міськради Луганської області","КП Луганська обласна ""Фармація""",2009,"Донецьке КП ""Фармація""",2024
232664,249356,3868,NA,118063.61,"2011-11-21",14,"01975442",TRUE,118063.61,14,"01976625",FALSE,121005.25,7,118063.61,0,"01975442","01976625",14,7,118063.61,121005.25,"Управління охорони здоров’я Свердловської міськради Луганської області","КП Луганська обласна ""Фармація""",2009,"Донецьке КП ""Фармація""",2024
232658,249358,3868,NA,20959.77,"2011-11-21",14,"01975442",TRUE,20959.77,14,"01976625",FALSE,21392,7,20959.77,0,"01975442","01976625",14,7,20959.77,21392,"Управління охорони здоров’я Свердловської міськради Луганської області","КП Луганська обласна ""Фармація""",2009,"Донецьке КП ""Фармація""",2024
349077,386434,3868,932296,929253.96,"2012-07-17",14,"01975442",TRUE,929253.96,14,"01976625",FALSE,930746.27,7,929253.96,0,"01975442","01976625",14,7,929253.96,930746.27,"Управління охорони здоров’я Свердловської міськради Луганської області","КП Луганська обласна ""Фармація""",2009,"Донецьке КП ""Фармація""",2024
389290,434286,1011,771440,912844,"2013-01-02",7,"01975442",FALSE,928593.1,14,"01976625",TRUE,912844,7,0,912844,"01976625","01975442",7,14,912844,928593.1,"Комунальна лікувально-профілактична установа ""Донецьке обласне клінічне територіальне медичне об’єднання""","Донецьке КП ""Фармація""",2024,"КП Луганська обласна ""Фармація""",2009
389301,434290,1011,1340000,1573695.75,"2013-01-02",7,"01975442",FALSE,1597252.85,14,"01976625",TRUE,1573695.75,7,0,1573695.75,"01976625","01975442",7,14,1573695.75,1597252.85,"Комунальна лікувально-профілактична установа ""Донецьке обласне клінічне територіальне медичне об’єднання""","Донецьке КП ""Фармація""",2024,"КП Луганська обласна ""Фармація""",2009
395716,440432,3868,1e+06,1132869.65,"2013-01-11",14,"01975442",TRUE,1132869.65,14,"01976625",FALSE,1134522.89,7,1132869.65,0,"01975442","01976625",14,7,1132869.65,1134522.89,"Управління охорони здоров’я Свердловської міськради Луганської області","КП Луганська обласна ""Фармація""",2009,"Донецьке КП ""Фармація""",2024
395754,439400,3868,470000,518151.48,"2013-01-10",14,"01975442",TRUE,518151.48,14,"01976625",FALSE,518322.08,7,518151.48,0,"01975442","01976625",14,7,518151.48,518322.08,"Управління охорони здоров’я Свердловської міськради Луганської області","КП Луганська обласна ""Фармація""",2009,"Донецьке КП ""Фармація""",2024
490189,556809,1011,1125917.8,1125917.8,"2014-02-03",7,"01975442",FALSE,1137177,14,"01976625",TRUE,1125917.8,7,0,1125917.8,"01976625","01975442",7,14,1125917.8,1137177,"Комунальна лікувально-профілактична установа ""Донецьке обласне клінічне територіальне медичне об’єднання""","Донецьке КП ""Фармація""",2024,"КП Луганська обласна ""Фармація""",2009
490194,556806,1011,1929540.2,1929540.2,"2014-02-03",7,"01975442",FALSE,2136427.4,14,"01976625",TRUE,1929540.2,7,0,1929540.2,"01976625","01975442",7,14,1929540.2,2136427.4,"Комунальна лікувально-профілактична установа ""Донецьке обласне клінічне територіальне медичне об’єднання""","Донецьке КП ""Фармація""",2024,"КП Луганська обласна ""Фармація""",2009
