"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","code.x","winner.x","bid.x","seller_region_id.x","code.y","winner.y","bid.y","seller_region_id.y","volume.x","volume.y","winner","loser","winner.reg","loser.reg","win_volume","lose_volume","buyer_name","winner_name","winner_id","loser_name","loser_id"
405688,461586,1741,1500000,174480,"2013-02-06",1,"23717551",TRUE,1734480,1,"30757072",FALSE,1747620,1,174480,0,"23717551","30757072",1,1,174480,1747620,"Управління освіти Деснянської районної в  місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
429743,485178,1741,4e+05,345630,"2013-03-27",1,"23717551",TRUE,345630,1,"30757072",FALSE,349860,1,345630,0,"23717551","30757072",1,1,345630,349860,"Управління освіти Деснянської районної в  місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
453721,524283,1741,1e+06,995793,"2013-10-08",1,"23717551",TRUE,995793,1,"30757072",FALSE,1017618.6,1,995793,0,"23717551","30757072",1,1,995793,1017618.6,"Управління освіти Деснянської районної в  місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
453725,516034,1741,1200000,1083360,"2013-08-13",1,"23717551",TRUE,1083360,1,"30757072",FALSE,1145520,1,1083360,0,"23717551","30757072",1,1,1083360,1145520,"Управління освіти Деснянської районної в  місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
466622,533617,1741,110000,104580,"2013-12-03",1,"23717551",TRUE,104580,1,"30757072",FALSE,107520,1,104580,0,"23717551","30757072",1,1,104580,107520,"Управління освіти Деснянської районної в  місті Києві державної адміністрації","ПП ""Ніка-1""",16496,"ПП Торгпродсервіс",28006
477388,558052,701,790000,722200,"2014-02-04",1,"23717551",FALSE,750000,1,"30757072",TRUE,722200,1,0,722200,"30757072","23717551",1,1,722200,750000,"Комунальний заклад Київської облради ""Київська обласна клінічна лікарня""","ПП Торгпродсервіс",28006,"ПП ""Ніка-1""",16496
477350,558071,701,375000,374000,"2014-02-04",1,"23717551",FALSE,375000,1,"30757072",TRUE,374000,1,0,374000,"30757072","23717551",1,1,374000,375000,"Комунальний заклад Київської облради ""Київська обласна клінічна лікарня""","ПП Торгпродсервіс",28006,"ПП ""Ніка-1""",16496
477344,558075,701,330000,313800,"2014-02-04",1,"23717551",FALSE,324600,1,"30757072",TRUE,313800,1,0,313800,"30757072","23717551",1,1,313800,324600,"Комунальний заклад Київської облради ""Київська обласна клінічна лікарня""","ПП Торгпродсервіс",28006,"ПП ""Ніка-1""",16496
477353,558070,701,273000,266700,"2014-02-04",1,"23717551",FALSE,273000,1,"30757072",TRUE,266700,1,0,266700,"30757072","23717551",1,1,266700,273000,"Комунальний заклад Київської облради ""Київська обласна клінічна лікарня""","ПП Торгпродсервіс",28006,"ПП ""Ніка-1""",16496
477367,558058,701,660000,658800,"2014-02-04",1,"23717551",FALSE,660000,1,"30757072",TRUE,658800,1,0,658800,"30757072","23717551",1,1,658800,660000,"Комунальний заклад Київської облради ""Київська обласна клінічна лікарня""","ПП Торгпродсервіс",28006,"ПП ""Ніка-1""",16496
477384,558054,701,201300,197100,"2014-02-04",1,"23717551",FALSE,201230,1,"30757072",TRUE,197100,1,0,197100,"30757072","23717551",1,1,197100,201230,"Комунальний заклад Київської облради ""Київська обласна клінічна лікарня""","ПП Торгпродсервіс",28006,"ПП ""Ніка-1""",16496
