"purchase_id","contract_id","buyer_id","purchase_cost_uah","volume_uah","contract_date","region_id","code.x","winner.x","bid.x","seller_region_id.x","code.y","winner.y","bid.y","seller_region_id.y","volume.x","volume.y","winner","loser","winner.reg","loser.reg","win_volume","lose_volume","buyer_name","winner_name","winner_id","loser_name","loser_id"
376272,414970,663,560000,558253,"2012-10-26",14,"01975442",TRUE,558253,14,"01976625",FALSE,559228,7,558253,0,"01975442","01976625",14,7,558253,559228,"КЗ ""Луганський обласний госпіталь ветеранів війни імені маршала А.І. Єременка""","КП Луганська обласна ""Фармація""",2009,"Донецьке КП ""Фармація""",2024
395118,437877,1213,618200,618200,"2013-01-08",7,"01975442",FALSE,627520,14,"01976625",TRUE,618200,7,0,618200,"01976625","01975442",7,14,618200,627520,"Комунальний клінічний лікувально-профілактичний заклад ""Донецький обласний протипухлинний центр""","Донецьке КП ""Фармація""",2024,"КП Луганська обласна ""Фармація""",2009
390777,434186,663,1400000,1388149.47,"2013-01-02",14,"01975442",TRUE,1388149.47,14,"01976625",FALSE,1393709.17,7,1388149.47,0,"01975442","01976625",14,7,1388149.47,1393709.17,"КЗ ""Луганський обласний госпіталь ветеранів війни імені маршала А.І. Єременка""","КП Луганська обласна ""Фармація""",2009,"Донецьке КП ""Фармація""",2024
395139,437807,1213,410688,410688,"2013-01-08",7,"01975442",FALSE,416866.4,14,"01976625",TRUE,410688,7,0,410688,"01976625","01975442",7,14,410688,416866.4,"Комунальний клінічний лікувально-профілактичний заклад ""Донецький обласний протипухлинний центр""","Донецьке КП ""Фармація""",2024,"КП Луганська обласна ""Фармація""",2009
403055,448686,663,200089,192988.07,"2013-01-23",14,"01975442",TRUE,192988.07,14,"01976625",FALSE,199677.73,7,192988.07,0,"01975442","01976625",14,7,192988.07,199677.73,"КЗ ""Луганський обласний госпіталь ветеранів війни імені маршала А.І. Єременка""","КП Луганська обласна ""Фармація""",2009,"Донецьке КП ""Фармація""",2024
450226,511306,663,1550000,1547408.64,"2013-07-10",14,"01975442",TRUE,1547408.64,14,"01976625",FALSE,1548832.33,7,1547408.64,0,"01975442","01976625",14,7,1547408.64,1548832.33,"КЗ ""Луганський обласний госпіталь ветеранів війни імені маршала А.І. Єременка""","КП Луганська обласна ""Фармація""",2009,"Донецьке КП ""Фармація""",2024
465200,532413,1213,44776.3,44776,"2013-11-27",7,"01975442",FALSE,45213.92,14,"01976625",TRUE,44776.3,7,0,44776,"01976625","01975442",7,14,44776,45213.92,"Комунальний клінічний лікувально-профілактичний заклад ""Донецький обласний протипухлинний центр""","Донецьке КП ""Фармація""",2024,"КП Луганська обласна ""Фармація""",2009
465116,532417,1213,35109,35109,"2013-11-27",7,"01975442",FALSE,35461.5,14,"01976625",TRUE,35109,7,0,35109,"01976625","01975442",7,14,35109,35461.5,"Комунальний клінічний лікувально-профілактичний заклад ""Донецький обласний протипухлинний центр""","Донецьке КП ""Фармація""",2024,"КП Луганська обласна ""Фармація""",2009
473640,550686,663,500546,481933.32,"2014-01-21",14,"01975442",TRUE,481933.32,14,"01976625",FALSE,493487.08,7,481933.32,0,"01975442","01976625",14,7,481933.32,493487.08,"КЗ ""Луганський обласний госпіталь ветеранів війни імені маршала А.І. Єременка""","КП Луганська обласна ""Фармація""",2009,"Донецьке КП ""Фармація""",2024
473618,550691,663,1249454,1239888.31,"2014-01-21",14,"01975442",TRUE,1239888.31,14,"01976625",FALSE,1243703.11,7,1239888.31,0,"01975442","01976625",14,7,1239888.31,1243703.11,"КЗ ""Луганський обласний госпіталь ветеранів війни імені маршала А.І. Єременка""","КП Луганська обласна ""Фармація""",2009,"Донецьке КП ""Фармація""",2024
473596,550710,663,190000,182770.31,"2014-01-21",14,"01975442",TRUE,182801,14,"01976625",FALSE,188451.87,7,182770.31,0,"01975442","01976625",14,7,182770.31,188451.87,"КЗ ""Луганський обласний госпіталь ветеранів війни імені маршала А.І. Єременка""","КП Луганська обласна ""Фармація""",2009,"Донецьке КП ""Фармація""",2024
492451,565939,1213,543740,541938,"2014-02-17",7,"01975442",FALSE,550103,14,"01976625",TRUE,541938,7,0,541938,"01976625","01975442",7,14,541938,550103,"Комунальний клінічний лікувально-профілактичний заклад ""Донецький обласний протипухлинний центр""","Донецьке КП ""Фармація""",2024,"КП Луганська обласна ""Фармація""",2009
492418,565931,1213,817600,816100,"2014-02-17",7,"01975442",FALSE,828310,14,"01976625",TRUE,816100,7,0,816100,"01976625","01975442",7,14,816100,828310,"Комунальний клінічний лікувально-профілактичний заклад ""Донецький обласний протипухлинний центр""","Донецьке КП ""Фармація""",2024,"КП Луганська обласна ""Фармація""",2009
525938,602815,663,718567.91,716888.39,"2014-06-25",14,"01975442",TRUE,716888.39,14,"01976625",FALSE,718567.91,7,716888.39,0,"01975442","01976625",14,7,716888.39,718567.91,"КЗ ""Луганський обласний госпіталь ветеранів війни імені маршала А.І. Єременка""","КП Луганська обласна ""Фармація""",2009,"Донецьке КП ""Фармація""",2024
